frame,id,class,x,y,vx,vy,ax,ay,closest,holder
0,1,defense,1079.75,707.43,-5212.69,-3418.89,0.0,0.0,2,False
0,2,offense,1081.41,753.79,-5220.72,-3642.33,0.0,0.0,1,False
0,3,defense,1036.54,810.94,-5004.65,-3918.48,0.0,0.0,4,False
0,4,offense,1043.99,781.6,-5040.6,-3776.73,0.0,0.0,3,False
0,5,offense,544.12,594.63,-2630.78,-2874.74,0.0,0.0,14,False
0,6,defense,787.02,741.07,-3802.0,-3581.24,0.0,0.0,7,False
0,7,offense,790.58,772.05,-3819.09,-3730.91,0.0,0.0,6,False
0,8,defense,902.38,738.23,-4358.38,-3567.63,0.0,0.0,12,False
0,9,offense,983.35,802.65,-4748.23,-3878.54,0.0,0.0,10,False
0,10,defense,988.51,776.46,-4773.21,-3752.01,0.0,0.0,9,False
0,11,defense,939.35,747.68,-4536.32,-3613.18,0.0,0.0,13,False
0,12,offense,888.13,790.51,-4289.32,-3819.77,0.0,0.0,8,False
0,13,offense,930.09,778.59,-4491.59,-3762.18,0.0,0.0,11,False
0,14,defense,564.48,579.32,-2729.03,-2800.86,0.0,0.0,5,False
1,1,defense,37.22,23.64,-3909.55,-2564.15,19547.01,12821.08,2,False
1,2,offense,37.27,25.3,-3915.48,-2731.55,19578.57,13661.72,1,False
1,3,defense,35.63,27.25,-3753.61,-2938.92,18765.65,14693.32,4,False
1,4,offense,35.89,26.24,-3780.56,-2832.5,18900.63,14163.52,3,False
1,5,offense,17.95,19.69,-1972.95,-2156.07,9867.37,10780.1,14,True
1,6,defense,26.63,24.81,-2851.66,-2685.92,14255.02,13429.81,7,False
1,7,offense,26.76,25.87,-2864.39,-2798.18,14320.52,13990.87,6,False
1,8,defense,30.75,24.7,-3269.1,-2675.72,16339.19,13378.64,12,False
1,9,offense,33.71,26.95,-3561.29,-2908.96,17804.14,14543.79,10,False
1,10,defense,33.9,26.05,-3580.07,-2814.01,17897.04,14070.0,9,False
1,11,defense,32.12,25.04,-3402.46,-2709.86,17007.82,13549.75,13,False
1,12,offense,30.28,26.55,-3217.1,-2864.77,16083.39,14324.95,8,False
1,13,offense,31.79,26.13,-3368.94,-2821.59,16839.68,14108.82,11,False
1,14,defense,18.67,19.15,-2046.77,-2100.66,10233.82,10503.01,5,False
1,15,disc,17.95,19.69,0.26,-0.03,0.0,0.0,0,False
2,1,defense,37.21,23.65,-3127.7,-2051.33,11727.81,7692.37,2,False
2,2,offense,37.27,25.33,-3132.31,-2185.11,11747.63,8196.68,1,False
2,3,defense,35.61,27.24,-3003.01,-2351.17,11258.98,8816.3,4,False
2,4,offense,35.87,26.25,-3024.52,-2266.0,11340.53,8497.49,3,False
2,5,offense,17.97,19.69,-1578.24,-1724.86,5920.64,6468.12,14,True
2,6,defense,26.62,24.82,-2281.44,-2148.75,8553.26,8057.56,7,False
2,7,offense,26.76,25.87,-2291.55,-2238.53,8592.55,8394.74,6,False
2,8,defense,30.71,24.7,-2615.5,-2140.54,9803.88,8027.59,12,False
2,9,offense,33.7,26.94,-2849.08,-2327.2,10683.12,8726.39,10,False
2,10,defense,33.87,26.06,-2864.21,-2251.2,10737.93,8442.11,9,False
2,11,defense,32.09,25.04,-2722.11,-2167.86,10205.33,8130.09,13,False
2,12,offense,30.26,26.56,-2573.72,-2291.77,9650.67,8595.03,8,False
2,13,offense,31.77,26.15,-2695.3,-2257.29,10104.66,8464.5,11,False
2,14,defense,18.67,19.15,-1637.4,-1680.53,6140.54,6301.85,5,False
2,15,disc,17.97,19.69,0.34,-0.03,1.25,0.0,0,False
3,1,defense,37.2,23.65,-3127.75,-2051.31,-0.76,0.32,2,False
3,2,offense,37.29,25.38,-3132.22,-2185.0,1.38,1.55,1,False
3,3,defense,35.58,27.23,-3003.16,-2351.19,-2.29,-0.34,4,False
3,4,offense,35.84,26.26,-3024.6,-2265.97,-1.12,0.53,3,False
3,5,offense,18.0,19.68,-1578.18,-1724.86,0.88,0.03,14,True
3,6,defense,26.57,24.82,-2281.51,-2148.74,-1.04,0.14,7,False
3,7,offense,26.74,25.87,-2291.57,-2238.52,-0.28,0.21,6,False
3,8,defense,30.62,24.7,-2615.66,-2140.53,-2.26,0.19,12,False
3,9,offense,33.67,26.93,-2849.12,-2327.26,-0.61,-0.94,10,False
3,10,defense,33.83,26.05,-2864.34,-2251.21,-2.03,-0.1,9,False
3,11,defense,32.03,25.05,-2722.2,-2167.8,-1.4,0.81,13,False
3,12,offense,30.23,26.57,-2573.78,-2291.74,-0.9,0.44,8,False
3,13,offense,31.71,26.16,-2695.43,-2257.29,-1.94,0.03,11,False
3,14,defense,18.67,19.14,-1637.37,-1680.53,0.43,0.14,5,False
3,15,disc,18.0,19.68,0.33,-0.02,-0.15,0.12,0,False
4,1,defense,37.18,23.65,-0.21,0.06,46913.16,30770.43,2,False
4,2,offense,37.31,25.42,0.36,0.56,46988.66,32783.5,1,False
4,3,defense,35.54,27.22,-0.56,-0.17,45038.92,35265.25,4,False
4,4,offense,35.81,26.26,-0.33,0.13,45363.96,33991.5,3,False
4,5,offense,18.04,19.68,0.45,-0.04,23679.52,25872.19,14,True
4,6,defense,26.53,24.82,-0.44,0.03,34216.06,32231.56,7,False
4,7,offense,26.73,25.87,-0.25,0.05,34369.84,33578.45,6,False
4,8,defense,30.55,24.71,-0.8,0.07,39222.87,32109.03,12,False
4,9,offense,33.65,26.92,-0.31,-0.19,42732.16,34906.1,10,False
4,10,defense,33.78,26.06,-0.64,-0.02,42955.47,33767.88,9,False
4,11,defense,31.99,25.06,-0.6,0.18,40823.98,32519.78,13,False
4,12,offense,30.22,26.59,-0.31,0.18,38602.07,34378.69,8,False
4,13,offense,31.66,26.16,-0.64,0.06,40421.85,33860.15,11,False
4,14,defense,18.68,19.14,0.1,0.04,24562.12,25208.43,5,False
4,15,disc,18.04,19.68,0.45,-0.04,1.76,-0.35,0,False
5,1,defense,37.17,23.66,-0.24,0.03,-0.44,-0.32,2,False
5,2,offense,37.34,25.46,0.48,0.54,1.74,-0.28,1,False
5,3,defense,35.49,27.21,-0.67,-0.21,-1.56,-0.48,4,False
