frame,id,class,x,y,vx,vy,ax,ay,closest,holder
0,1,offense,1565.7,865.56,-7629.96,-4287.77,0.0,0.0,2,False
0,2,defense,1593.36,893.37,-7773.43,-4431.59,0.0,0.0,1,False
0,3,offense,1612.43,776.61,-7871.94,-3827.09,0.0,0.0,4,False
0,4,defense,1622.64,799.36,-7925.48,-3944.93,0.0,0.0,3,False
0,5,offense,1684.98,769.65,-8248.43,-3791.07,0.0,0.0,6,False
0,6,defense,1698.69,792.54,-8319.41,-3909.56,0.0,0.0,5,False
0,7,defense,1732.76,792.15,-8496.06,-3907.82,0.0,0.0,8,False
0,8,offense,1738.42,757.04,-8525.33,-3725.76,0.0,0.0,7,False
0,9,offense,1775.36,763.21,-8716.91,-3757.69,0.0,0.0,10,False
0,10,defense,1770.06,791.84,-8689.49,-3905.8,0.0,0.0,9,False
0,11,offense,1844.44,782.7,-9075.16,-3858.63,0.0,0.0,12,False
0,12,defense,1848.38,819.67,-9095.72,-4050.09,0.0,0.0,11,False
0,13,defense,2107.9,1010.9,-10441.34,-5040.1,0.0,0.0,14,False
0,14,offense,2124.67,1020.56,-10528.28,-5090.13,0.0,0.0,13,False
1,1,offense,39.69,8.03,-5722.36,-3215.95,28614.01,16077.24,2,False
1,2,defense,38.67,7.05,-5829.98,-3323.7,29151.68,16618.36,1,False
1,3,offense,38.01,11.19,-5903.74,-2870.33,29523.08,14351.44,4,False
1,4,defense,37.57,10.38,-5944.23,-2958.73,29718.69,14793.01,3,False
1,5,offense,35.3,11.44,-6186.35,-2843.29,30931.09,14216.68,6,False
1,6,defense,34.8,10.63,-6239.53,-2932.18,31198.22,14660.69,5,False
1,7,defense,33.54,10.61,-6371.99,-2931.06,31861.13,14651.47,8,False
1,8,offense,33.34,11.89,-6393.95,-2794.31,31970.71,13971.79,7,False
1,9,offense,31.98,11.67,-6537.65,-2818.26,32688.87,14091.37,10,False
1,10,defense,32.17,10.67,-6517.13,-2929.24,32585.46,14648.44,9,False
1,11,offense,29.41,10.98,-6806.4,-2894.02,34031.34,14469.2,12,False
1,12,defense,29.25,9.66,-6821.89,-3037.65,34107.42,15186.67,11,False
1,13,defense,19.61,2.86,-7830.85,-3780.01,39157.42,18901.27,14,False
1,14,offense,18.99,2.52,-7896.07,-3817.53,39483.17,19088.97,13,True
1,15,disc,18.99,2.52,0.29,0.14,0.0,0.0,0,False
2,1,offense,39.7,8.01,-4577.75,-2572.87,17169.13,9646.24,2,False
2,2,defense,38.68,7.05,-4663.89,-2658.95,17491.32,9971.24,1,False
2,3,offense,38.04,11.19,-4722.82,-2296.27,17713.77,8610.9,4,False
2,4,defense,37.55,10.37,-4755.46,-2367.01,17831.59,8875.89,3,False
2,5,offense,35.29,11.44,-4949.1,-2274.61,18558.78,8530.14,6,False
2,6,defense,34.81,10.63,-4991.6,-2345.76,18718.88,8796.27,5,False
2,7,defense,33.55,10.58,-5097.52,-2345.01,19116.92,8790.73,8,False
2,8,offense,33.35,11.89,-5115.13,-2235.44,19182.32,8383.08,7,False
2,9,offense,31.98,11.67,-5230.09,-2254.62,19613.35,8454.64,10,False
2,10,defense,32.17,10.68,-5213.68,-2343.33,19551.74,8788.59,9,False
2,11,offense,29.41,10.98,-5445.14,-2315.27,20418.95,8681.31,12,False
2,12,defense,29.24,9.65,-5457.57,-2430.17,20464.88,9112.15,11,False
2,13,defense,19.63,2.88,-6264.57,-3023.91,23494.22,11341.56,14,False
2,14,offense,19.01,2.53,-6316.73,-3053.98,23690.06,11453.29,13,True
2,15,disc,19.01,2.53,0.37,0.16,1.21,0.37,0,False
3,1,offense,39.73,7.98,-4577.59,-2572.97,2.4,-1.59,2,False
3,2,defense,38.7,7.05,-4663.82,-2658.95,1.04,-0.01,1,False
3,3,offense,38.1,11.19,-4722.68,-2296.27,2.16,-0.02,4,False
3,4,defense,37.52,10.37,-4755.51,-2367.02,-0.74,-0.22,3,False
3,5,offense,35.28,11.44,-4949.11,-2274.59,-0.1,0.34,6,False
3,6,defense,34.81,10.63,-4991.59,-2345.78,0.23,-0.4,5,False
3,7,defense,33.57,10.53,-5097.44,-2345.16,1.28,-2.24,8,False
3,8,offense,33.36,11.89,-5115.11,-2235.43,0.36,0.15,7,False
3,9,offense,31.99,11.68,-5230.06,-2254.64,0.42,-0.33,10,False
3,10,defense,32.16,10.71,-5213.63,-2343.3,0.71,0.52,9,False
3,11,offense,29.4,10.96,-5445.18,-2315.33,-0.64,-0.96,12,False
3,12,defense,29.21,9.63,-5457.6,-2430.21,-0.53,-0.64,11,False
3,13,defense,19.67,2.89,-6264.5,-3023.87,1.07,0.58,14,False
3,14,offense,19.05,2.55,-6316.61,-3053.93,1.85,0.63,13,True
3,15,disc,19.05,2.55,0.42,0.17,0.73,0.15,0,False
4,1,offense,39.78,7.94,0.61,-0.47,68673.02,38587.49,2,False
4,2,defense,38.73,7.05,0.32,-0.06,69962.18,39883.34,1,False
4,3,offense,38.16,11.19,0.71,-0.02,70850.87,34443.76,4,False
4,4,defense,37.49,10.36,-0.33,-0.1,71327.73,35503.79,3,False
4,5,offense,35.28,11.45,-0.07,0.08,74235.63,34119.99,6,False
4,6,defense,34.82,10.62,0.07,-0.09,74874.92,35185.49,5,False
4,7,defense,33.59,10.48,0.32,-0.66,76466.32,35167.45,8,False
4,8,offense,33.37,11.9,0.13,0.04,76728.59,33532.1,7,False
4,9,offense,32.0,11.67,0.1,-0.05,78452.52,33818.84,10,False
4,10,defense,32.17,10.73,0.11,0.27,78206.18,35153.5,9,False
4,11,offense,29.4,10.95,-0.1,-0.25,81676.29,34726.2,12,False
4,12,defense,29.19,9.62,-0.24,-0.22,81860.51,36449.89,11,False
4,13,defense,19.71,2.93,0.43,0.26,93973.98,45361.89,14,False
4,14,offense,19.09,2.57,0.55,0.23,94757.31,45812.41,13,True
4,15,disc,19.09,2.57,0.55,0.23,1.85,0.82,0,False
5,1,offense,39.83,7.91,0.71,-0.5,1.54,-0.45,2,False
5,2,defense,38.76,7.05,0.31,-0.13,-0.11,-1.12,1,False
5,3,offense,38.21,11.19,0.68,-0.02,-0.53,0.08,4,False
5,4,defense,37.48,10.35,-0.27,-0.11,0.81,-0.18,3,False
5,5,offense,35.27,11.46,-0.03,0.11,0.58,0.45,6,False
5,6,defense,34.82,10.61,0.06,-0.13,-0.14,-0.73,5,False
5,7,defense,33.62,10.43,0.35,-0.66,0.58,0.06,8,False
5,8,offense,33.38,11.9,0.14,0.05,0.14,0.07,7,False
5,9,offense,32.01,11.66,0.1,-0.1,-0.12,-0.7,10,False
5,10,defense,32.19,10.74,0.17,0.25,0.89,-0.38,9,False
5,11,offense,29.38,10.93,-0.14,-0.28,-0.6,-0.47,12,False
5,12,defense,29.18,9.6,-0.23,-0.27,0.14,-0.71,11,False
5,13,defense,19.73,2.94,0.46,0.2,0.36,-0.76,14,False
5,14,offense,19.13,2.58,0.59,0.27,0.68,0.61,13,True
5,15,disc,19.13,2.58,0.59,0.27,0.68,0.61,0,False
6,1,offense,39.89,7.87,0.74,-0.48,0.48,0.37,2,False
6,2,defense,38.77,7.04,0.27,-0.27,-0.7,-2.12,1,False
6,3,offense,38.24,11.19,0.58,-0.0,-1.53,0.19,4,False
6,4,defense,37.46,10.35,-0.19,-0.13,1.17,-0.2,3,False
6,5,offense,35.28,11.47,0.03,0.11,0.91,-0.0,6,False
6,6,defense,34.83,10.6,0.04,-0.17,-0.26,-0.57,5,False
6,7,defense,33.65,10.39,0.36,-0.58,0.16,1.22,8,False
6,8,offense,33.39,11.9,0.13,0.05,-0.2,0.01,7,False
6,9,offense,32.01,11.65,0.07,-0.12,-0.47,-0.29,10,False
6,10,defense,32.21,10.76,0.25,0.16,1.09,-1.25,9,False
6,11,offense,29.38,10.9,-0.1,-0.28,0.52,-0.04,12,False
6,12,defense,29.17,9.59,-0.18,-0.26,0.73,0.13,11,False
6,13,defense,19.75,2.95,0.37,0.19,-1.39,-0.21,14,False
6,14,offense,19.18,2.6,0.58,0.3,-0.1,0.55,13,True
6,15,disc,19.18,2.6,0.58,0.3,-0.1,0.55,0,False
7,1,offense,39.94,7.84,0.66,-0.46,-1.2,0.33,2,False
7,2,defense,38.78,7.01,0.19,-0.45,-1.09,-2.69,1,False
7,3,offense,38.27,11.19,0.48,-0.01,-1.49,-0.02,4,False
7,4,defense,37.46,10.34,-0.13,-0.16,0.93,-0.44,3,False
7,5,offense,35.28,11.48,0.1,0.09,1.02,-0.22,6,False
7,6,defense,34.83,10.59,0.03,-0.2,-0.17,-0.41,5,False
7,7,defense,33.67,10.36,0.35,-0.47,-0.17,1.67,8,False
7,8,offense,33.4,11.91,0.12,0.05,-0.1,0.0,7,False
7,9,offense,32.01,11.64,0.03,-0.14,-0.55,-0.26,10,False
7,10,defense,32.22,10.76,0.26,0.11,0.19,-0.81,9,False
7,11,offense,29.36,10.88,-0.09,-0.28,0.19,0.01,12,False
7,12,defense,29.16,9.56,-0.17,-0.25,0.14,0.08,11,False
7,13,defense,19.78,2.94,0.32,0.12,-0.76,-1.07,14,False
7,14,offense,19.21,2.62,0.56,0.37,-0.29,0.94,13,True
7,15,disc,19.21,2.62,0.56,0.37,-0.29,0.94,0,False
8,1,offense,39.98,7.82,0.51,-0.43,-2.22,0.45,2,False
8,2,defense,38.79,6.96,0.16,-0.64,-0.47,-2.87,1,False
8,3,offense,38.29,11.19,0.4,-0.03,-1.14,-0.28,4,False
8,4,defense,37.45,10.32,-0.09,-0.2,0.69,-0.68,3,False
8,5,offense,35.29,11.48,0.17,0.07,0.99,-0.28,6,False
8,6,defense,34.83,10.57,0.03,-0.22,-0.07,-0.25,5,False
8,7,defense,33.69,10.34,0.31,-0.37,-0.6,1.45,8,False
8,8,offense,33.4,11.91,0.12,0.05,-0.05,0.02,7,False
8,9,offense,32.01,11.64,0.0,-0.13,-0.4,0.04,10,False
8,10,defense,32.25,10.77,0.23,0.09,-0.37,-0.36,9,False
8,11,offense,29.37,10.87,-0.02,-0.28,1.04,0.06,12,False
8,12,defense,29.15,9.55,-0.18,-0.25,-0.16,0.03,11,False
8,13,defense,19.79,2.96,0.35,0.16,0.59,0.62,14,False
8,14,offense,19.25,2.65,0.54,0.45,-0.32,1.31,13,True
8,15,disc,19.25,2.65,0.54,0.45,-0.32,1.31,0,False
9,1,offense,40.0,7.79,0.29,-0.42,-3.32,0.18,2,False
9,2,defense,38.8,6.9,0.17,-0.75,0.12,-1.62,1,False
9,3,offense,38.32,11.18,0.35,-0.04,-0.82,-0.29,4,False
9,4,defense,37.45,10.31,-0.02,-0.23,1.05,-0.47,3,False
9,5,offense,35.31,11.48,0.22,0.05,0.84,-0.36,6,False
9,6,defense,34.83,10.56,0.03,-0.2,0.05,0.26,5,False
