frame,id,class,x,y,vx,vy,ax,ay,closest,holder
1,1,offense,33.34,25.9,0.41,0.05,0.0,0.0,14,False
1,2,defense,32.17,24.74,-0.01,-0.09,0.0,0.0,3,False
1,3,offense,31.94,23.23,0.2,0.03,0.0,0.0,2,False
1,4,offense,30.65,23.16,-0.0,0.06,0.0,0.0,5,False
1,5,defense,30.63,24.54,-0.02,-0.0,0.0,0.0,4,False
1,6,defense,28.82,24.53,-0.07,-0.01,0.0,0.0,8,False
1,7,defense,27.43,24.44,-0.0,-0.0,0.0,0.0,9,False
1,8,offense,27.95,23.07,-0.03,-0.0,0.0,0.0,6,False
1,9,offense,26.89,23.15,-0.06,0.03,0.0,0.0,7,False
1,10,defense,26.01,24.56,-0.06,0.03,0.0,0.0,11,False
1,11,offense,25.63,22.98,-0.03,0.02,0.0,0.0,10,False
1,12,defense,17.98,24.91,-0.03,-0.03,0.0,0.0,13,False
1,13,offense,17.37,25.47,0.05,-0.07,0.0,0.0,12,True
1,14,defense,34.05,26.84,-0.03,0.0,0.0,0.0,1,False
1,15,disc,17.37,25.47,0.05,-0.07,0.0,0.0,0,False
2,1,offense,33.38,25.9,0.49,0.08,1.22,0.46,14,False
2,2,defense,32.18,24.72,-0.03,-0.12,-0.3,-0.52,3,False
2,3,offense,31.95,23.23,0.3,0.04,1.39,0.11,2,False
2,4,offense,30.65,23.17,0.0,0.08,0.03,0.39,5,False
2,5,defense,30.64,24.54,0.02,0.0,0.62,0.03,4,False
2,6,defense,28.81,24.53,-0.1,0.01,-0.46,0.27,8,False
2,7,defense,27.43,24.44,-0.01,0.0,-0.02,0.02,9,False
2,8,offense,27.94,23.07,-0.06,-0.0,-0.37,0.01,6,False
2,9,offense,26.88,23.15,-0.11,0.06,-0.76,0.41,7,False
2,10,defense,26.0,24.55,-0.07,0.04,-0.13,0.22,11,False
2,11,offense,25.63,22.98,-0.04,0.03,-0.29,0.24,10,False
2,12,defense,17.98,24.91,-0.08,-0.06,-0.72,-0.54,13,False
2,13,offense,17.37,25.46,0.14,-0.1,1.35,-0.45,12,True
2,14,defense,34.05,26.84,-0.04,0.01,-0.29,0.1,1,False
2,15,disc,17.37,25.46,0.14,-0.1,1.35,-0.45,0,False
3,1,offense,33.42,25.91,0.51,0.1,0.27,0.39,14,False
3,2,defense,32.17,24.72,-0.05,-0.1,-0.25,0.36,3,False
3,3,offense,31.98,23.24,0.39,0.03,1.35,-0.13,2,False
3,4,offense,30.65,23.17,0.0,0.09,-0.02,0.05,5,False
3,5,defense,30.63,24.54,-0.02,0.0,-0.55,-0.02,4,False
3,6,defense,28.81,24.53,-0.06,0.03,0.6,0.29,8,False
3,7,defense,27.43,24.44,-0.03,-0.0,-0.32,-0.01,9,False
3,8,offense,27.94,23.07,-0.05,-0.0,0.15,-0.01,6,False
3,9,offense,26.87,23.15,-0.09,0.01,0.32,-0.66,7,False
3,10,defense,25.99,24.56,-0.06,0.08,0.19,0.5,11,False
3,11,offense,25.63,22.98,-0.04,0.02,0.12,-0.11,10,False
3,12,defense,17.98,24.9,-0.12,-0.11,-0.6,-0.62,13,False
3,13,offense,17.38,25.45,0.15,-0.1,0.04,-0.04,12,True
3,14,defense,34.05,26.84,-0.02,0.04,0.44,0.43,1,False
3,15,disc,17.38,25.45,0.15,-0.1,0.04,-0.04,0,False
4,1,offense,33.47,25.92,0.49,0.21,-0.34,1.59,14,False
4,2,defense,32.17,24.71,-0.09,-0.1,-0.66,-0.01,3,False
4,3,offense,32.02,23.24,0.53,0.06,2.24,0.46,2,False
4,4,offense,30.65,23.18,-0.0,0.09,-0.02,-0.01,5,False
4,5,defense,30.64,24.54,-0.05,-0.0,-0.5,-0.01,4,False
4,6,defense,28.8,24.53,-0.04,0.05,0.3,0.31,8,False
4,7,defense,27.43,24.44,-0.05,-0.0,-0.34,-0.01,9,False
4,8,offense,27.93,23.07,-0.05,-0.0,-0.02,-0.01,6,False
4,9,offense,26.86,23.16,-0.09,-0.02,-0.02,-0.5,7,False
4,10,defense,25.99,24.57,-0.06,0.1,-0.02,0.31,11,False
4,11,offense,25.62,22.99,-0.04,0.02,-0.02,-0.01,10,False
4,12,defense,17.96,24.89,-0.15,-0.16,-0.5,-0.82,13,False
4,13,offense,17.4,25.44,0.18,-0.05,0.47,0.79,12,True
4,14,defense,34.04,26.84,-0.02,0.04,-0.02,-0.02,1,False
4,15,disc,17.4,25.44,0.18,-0.05,0.47,0.79,0,False
