frame,id,class,x,y,vx,vy,ax,ay,closest,holder
1,1,defense,36.99,0.45,-0.04,-0.12,0.0,0.0,14,False
1,2,defense,42.92,8.59,0.08,-0.04,0.0,0.0,3,False
1,3,offense,42.71,10.14,0.15,0.12,0.0,0.0,2,False
1,4,offense,45.29,9.33,-0.12,0.11,0.0,0.0,5,False
1,5,defense,45.88,8.25,-0.08,0.04,0.0,0.0,4,False
1,6,offense,47.1,10.53,-0.02,0.01,0.0,0.0,7,False
1,7,defense,47.49,11.79,-0.21,0.05,0.0,0.0,6,False
1,8,defense,50.13,10.78,-0.27,-0.39,0.0,0.0,9,False
1,9,offense,50.94,10.38,-0.27,-0.04,0.0,0.0,8,False
1,10,defense,55.03,9.27,-0.29,0.03,0.0,0.0,11,False
1,11,offense,55.79,10.44,-0.42,0.15,0.0,0.0,10,False
1,12,offense,57.96,9.58,-0.3,0.0,0.0,0.0,13,False
1,13,defense,59.15,9.07,-0.25,-0.2,0.0,0.0,12,False
1,14,offense,36.39,0.01,-0.09,0.0,0.0,0.0,1,True
1,15,disc,36.39,0.01,-0.09,0.0,0.0,0.0,0,False
2,1,defense,36.99,0.43,-0.1,-0.19,-0.87,-1.16,14,False
2,2,defense,42.92,8.59,0.12,0.03,0.51,1.05,3,False
2,3,offense,42.74,10.16,0.24,0.19,1.27,1.07,2,False
2,4,offense,45.28,9.34,-0.17,0.16,-0.86,0.67,5,False
2,5,defense,45.87,8.26,-0.1,0.04,-0.37,0.06,4,False
2,6,offense,47.09,10.53,-0.01,0.0,0.13,-0.13,7,False
2,7,defense,47.46,11.79,-0.33,0.12,-1.87,1.01,6,False
2,8,defense,50.1,10.73,-0.31,-0.57,-0.74,-2.72,9,False
2,9,offense,50.92,10.37,-0.32,-0.08,-0.8,-0.56,8,False
2,10,defense,55.0,9.27,-0.44,0.02,-2.31,-0.08,11,False
2,11,offense,55.75,10.45,-0.52,0.2,-1.53,0.7,10,False
2,12,offense,57.93,9.59,-0.42,-0.03,-1.84,-0.43,13,False
2,13,defense,59.11,9.05,-0.37,-0.32,-1.68,-1.7,12,False
2,14,offense,36.39,0.01,-0.11,0.0,-0.28,-0.0,1,True
2,15,disc,36.39,0.01,-0.11,0.0,-0.28,-0.0,0,False
3,1,defense,36.99,0.42,-0.1,-0.2,-0.04,-0.04,14,False
3,2,defense,42.93,8.58,0.13,0.03,0.26,-0.07,3,False
3,3,offense,42.74,10.17,0.26,0.15,0.38,-0.54,2,False
3,4,offense,45.27,9.35,-0.21,0.18,-0.48,0.33,5,False
3,5,defense,45.86,8.26,-0.16,0.05,-0.84,0.04,4,False
3,6,offense,47.1,10.53,0.03,-0.02,0.64,-0.3,7,False
3,7,defense,47.45,11.8,-0.35,0.13,-0.32,0.14,6,False
3,8,defense,50.07,10.7,-0.39,-0.68,-1.12,-1.65,9,False
3,9,offense,50.89,10.37,-0.35,-0.08,-0.51,-0.08,8,False
3,10,defense,54.97,9.27,-0.55,0.02,-1.59,-0.06,11,False
3,11,offense,55.7,10.47,-0.62,0.26,-1.37,0.84,10,False
3,12,offense,57.9,9.58,-0.52,-0.06,-1.49,-0.55,13,False
3,13,defense,59.1,9.03,-0.42,-0.42,-0.83,-1.6,12,False
3,14,offense,36.37,0.01,-0.2,0.0,-1.46,0.0,1,True
3,15,disc,36.37,0.01,-0.2,0.0,-1.46,0.0,0,False
4,1,defense,36.97,0.4,-0.14,-0.24,-0.65,-0.62,14,False
4,2,defense,42.95,8.6,0.15,0.01,0.3,-0.3,3,False
4,3,offense,42.78,10.19,0.3,0.12,0.62,-0.46,2,False
4,4,offense,45.25,9.37,-0.25,0.2,-0.67,0.33,5,False
4,5,defense,45.85,8.26,-0.2,0.04,-0.67,-0.14,4,False
4,6,offense,47.1,10.53,0.11,-0.04,1.1,-0.29,7,False
4,7,defense,47.4,11.82,-0.53,0.1,-2.59,-0.32,6,False
4,8,defense,50.04,10.63,-0.52,-0.91,-1.9,-3.51,9,False
4,9,offense,50.85,10.36,-0.49,-0.1,-2.11,-0.31,8,False
4,10,defense,54.91,9.27,-0.74,-0.0,-2.92,-0.32,11,False
4,11,offense,55.65,10.5,-0.81,0.35,-2.94,1.44,10,False
4,12,offense,57.85,9.57,-0.7,-0.11,-2.75,-0.64,13,False
4,13,defense,59.05,8.98,-0.6,-0.6,-2.73,-2.72,12,False
4,14,offense,36.36,0.02,-0.32,0.0,-1.78,0.01,1,True
4,15,disc,36.36,0.02,-0.32,0.0,-1.78,0.01,0,False
5,1,defense,36.96,0.38,-0.2,-0.19,-0.76,0.67,14,False
5,2,defense,42.96,8.6,0.15,0.04,0.02,0.56,3,False
5,3,offense,42.8,10.2,0.27,0.03,-0.44,-1.42,2,False
5,4,offense,45.22,9.39,-0.3,0.2,-0.7,-0.11,5,False
5,5,defense,45.82,8.27,-0.27,0.04,-1.03,0.12,4,False
5,6,offense,47.11,10.52,0.24,-0.07,1.98,-0.53,7,False
5,7,defense,47.37,11.83,-0.58,0.12,-0.79,0.21,6,False
5,8,defense,50.0,10.55,-0.52,-1.05,-0.07,-2.0,9,False
5,9,offense,50.82,10.35,-0.54,-0.13,-0.74,-0.4,8,False
5,10,defense,54.85,9.27,-0.82,-0.01,-1.22,-0.14,11,False
5,11,offense,55.58,10.53,-0.88,0.45,-1.09,1.4,10,False
5,12,offense,57.79,9.56,-0.78,-0.2,-1.11,-1.36,13,False
5,13,defense,59.01,8.93,-0.65,-0.69,-0.66,-1.29,12,False
5,14,offense,36.32,0.02,-0.41,0.08,-1.39,1.11,1,True
5,15,disc,36.32,0.02,-0.41,0.08,-1.39,1.11,0,False
6,1,defense,36.95,0.37,-0.23,-0.09,-0.54,1.51,14,False
6,2,defense,42.97,8.59,0.12,0.07,-0.5,0.46,3,False
6,3,offense,42.81,10.18,0.32,-0.03,0.63,-0.85,2,False
6,4,offense,45.21,9.39,-0.31,0.16,-0.22,-0.58,5,False
6,5,defense,45.81,8.26,-0.39,0.08,-1.68,0.51,4,False
6,6,offense,47.14,10.51,0.32,-0.06,1.18,0.19,7,False
6,7,defense,47.31,11.82,-0.68,0.14,-1.57,0.31,6,False
