frame,id,class,x,y,vx,vy,ax,ay,closest,holder
1,1,offense,43.88,10.21,-0.96,1.04,0.0,0.0,14,False
1,2,defense,41.73,14.11,-1.31,1.22,0.0,0.0,3,False
1,3,offense,43.28,13.66,-1.58,0.64,0.0,0.0,2,False
1,4,defense,43.09,15.75,-0.11,0.29,0.0,0.0,5,False
1,5,offense,42.52,18.14,-0.46,0.15,0.0,0.0,4,False
1,6,defense,50.98,9.44,-0.85,0.55,0.0,0.0,7,False
1,7,offense,52.55,10.8,-0.54,0.32,0.0,0.0,6,False
1,8,defense,60.86,11.08,-0.18,0.37,0.0,0.0,9,False
1,9,offense,60.66,12.72,-1.43,-0.54,0.0,0.0,8,False
1,10,defense,61.82,21.98,0.14,-0.06,0.0,0.0,11,False
1,11,offense,59.04,23.97,0.11,0.17,0.0,0.0,10,False
1,12,defense,50.74,26.11,0.33,0.26,0.0,0.0,13,False
1,13,offense,51.22,27.78,0.14,0.57,0.0,0.0,12,True
1,14,defense,41.6,9.9,-0.78,1.21,0.0,0.0,1,False
1,15,disc,51.22,27.78,0.14,0.57,0.0,0.0,0,False
2,1,offense,43.78,10.33,-1.38,1.56,-6.32,7.77,14,False
2,2,defense,41.59,14.23,-1.87,1.79,-8.36,8.57,3,False
2,3,offense,43.13,13.72,-2.38,0.88,-11.94,3.6,2,False
2,4,defense,43.08,15.77,-0.24,0.42,-1.95,1.91,5,False
2,5,offense,42.47,18.17,-0.76,0.12,-4.53,-0.51,4,False
2,6,defense,50.89,9.49,-1.27,0.91,-6.32,5.39,7,False
2,7,offense,52.51,10.83,-0.83,0.52,-4.41,2.97,6,False
2,8,defense,60.84,11.11,-0.3,0.62,-1.73,3.74,9,False
2,9,offense,60.53,12.66,-2.11,-0.75,-10.09,-3.19,8,False
2,10,defense,61.84,21.97,0.21,-0.06,1.09,-0.01,11,False
2,11,offense,59.04,23.99,0.16,0.23,0.71,0.82,10,False
2,12,defense,50.77,26.13,0.48,0.34,2.22,1.21,13,False
2,13,offense,51.23,27.86,0.18,0.79,0.7,3.23,12,True
