frame,id,class,x,y,vx,vy,ax,ay,closest,holder
0,1,defense,1192.1,699.43,-5756.34,-3381.55,0.0,0.0,2,False
0,2,offense,1177.72,716.79,-5686.99,-3465.31,0.0,0.0,1,False
0,3,defense,1140.0,712.77,-5505.41,-3445.74,0.0,0.0,4,False
0,4,offense,1115.4,739.77,-5386.95,-3576.06,0.0,0.0,3,False
0,5,defense,1082.48,725.01,-5228.48,-3504.76,0.0,0.0,6,False
0,6,offense,1040.49,718.21,-5026.09,-3471.95,0.0,0.0,5,False
0,7,defense,993.58,706.26,-4799.95,-3414.23,0.0,0.0,8,False
0,8,offense,984.02,734.69,-4753.88,-3551.31,0.0,0.0,7,False
0,9,defense,954.96,713.53,-4613.9,-3449.22,0.0,0.0,10,False
0,10,offense,944.95,737.53,-4565.76,-3564.99,0.0,0.0,9,False
0,11,defense,905.97,718.46,-4377.85,-3472.91,0.0,0.0,12,False
0,12,offense,881.48,717.58,-4259.9,-3468.68,0.0,0.0,11,False
0,13,defense,614.27,588.28,-2972.35,-2844.4,0.0,0.0,14,False
0,14,offense,590.13,588.21,-2855.9,-2844.03,0.0,0.0,13,False
1,1,defense,40.81,23.12,-4317.15,-2536.15,21587.89,12681.03,2,False
1,2,offense,40.3,23.73,-4265.1,-2598.98,21328.34,12994.97,1,False
1,3,defense,38.9,23.61,-4129.0,-2584.22,20646.23,12922.8,4,False
1,4,offense,38.0,24.56,-4040.17,-2682.01,20201.75,13410.65,3,False
1,5,defense,36.79,24.05,-3921.41,-2628.49,19606.04,13144.17,6,False
1,6,offense,35.27,23.82,-3769.56,-2603.91,18847.97,13020.54,5,False
1,7,defense,33.57,23.41,-3599.88,-2560.58,18001.16,12804.72,8,False
1,8,offense,33.23,24.42,-3565.32,-2663.43,17828.27,13318.21,7,False
1,9,defense,32.17,23.68,-3460.33,-2586.89,17303.53,12934.91,10,False
1,10,offense,31.8,24.53,-3424.32,-2673.71,17121.61,13369.2,9,False
1,11,defense,30.38,23.87,-3283.32,-2604.62,16418.04,13024.35,12,False
1,12,offense,29.49,23.84,-3194.87,-2601.5,15975.4,13007.71,11,False
1,13,defense,19.79,19.39,-2229.15,-2133.19,11147.96,10668.18,14,False
1,14,offense,18.94,19.39,-2141.81,-2132.92,10711.33,10666.57,13,True
1,15,disc,18.94,19.39,0.23,0.18,0.0,0.0,0,False
2,1,defense,40.83,23.12,-3453.62,-2028.88,12952.82,7609.08,2,False
2,2,offense,40.32,23.73,-3411.97,-2079.18,12796.96,7797.0,1,False
2,3,defense,38.92,23.62,-3303.17,-2067.31,12387.35,7753.66,4,False
2,4,offense,38.0,24.56,-3232.18,-2145.58,12119.84,8046.49,3,False
2,5,defense,36.78,24.06,-3137.17,-2102.72,11763.72,7886.45,6,False
2,6,offense,35.27,23.82,-3015.66,-2083.13,11308.58,7811.71,5,False
2,7,defense,33.59,23.41,-2879.84,-2048.38,10800.51,7682.97,8,False
2,8,offense,33.24,24.42,-2852.2,-2130.68,10696.87,7991.28,7,False
2,9,defense,32.18,23.68,-2768.22,-2069.5,10381.66,7760.87,10,False
2,10,offense,31.79,24.53,-2739.5,-2138.94,10272.37,8021.59,9,False
2,11,defense,30.39,23.88,-2626.61,-2083.65,9850.64,7814.44,12,False
2,12,offense,29.5,23.84,-2555.87,-2081.16,9585.01,7805.17,11,False
2,13,defense,19.8,19.4,-1783.18,-1706.45,6689.49,6401.0,14,False
2,14,offense,18.95,19.41,-1713.35,-1706.25,6427.0,6400.01,13,True
2,15,disc,18.95,19.41,0.3,0.24,1.07,0.87,0,False
3,1,defense,40.86,23.12,-3453.55,-2028.83,1.17,0.69,2,False
3,2,offense,40.36,23.73,-3411.91,-2079.17,0.87,0.17,1,False
3,3,defense,38.94,23.64,-3303.12,-2067.24,0.78,1.08,4,False
3,4,offense,38.02,24.57,-3232.21,-2145.58,-0.37,0.04,3,False
3,5,defense,36.77,24.08,-3137.19,-2102.67,-0.4,0.82,6,False
3,6,offense,35.27,23.83,-3015.66,-2083.12,-0.04,0.21,5,False
3,7,defense,33.61,23.44,-2879.78,-2048.34,0.92,0.59,8,False
3,8,offense,33.27,24.44,-2852.09,-2130.56,1.62,1.79,7,False
3,9,defense,32.21,23.69,-2768.17,-2069.48,0.85,0.34,10,False
3,10,offense,31.79,24.54,-2739.55,-2138.91,-0.84,0.47,9,False
3,11,defense,30.41,23.9,-2626.52,-2083.68,1.28,-0.45,12,False
3,12,offense,29.51,23.85,-2555.87,-2081.15,-0.07,0.12,11,False
3,13,defense,19.83,19.43,-1782.95,-1706.35,3.41,1.61,14,False
3,14,offense,18.98,19.43,-1713.24,-1706.16,1.55,1.43,13,True
3,15,disc,18.98,19.43,0.35,0.29,0.64,0.7,0,False
4,1,defense,40.89,23.14,0.37,0.15,51808.74,30434.73,2,False
4,2,offense,40.39,23.73,0.39,0.03,51184.6,31187.99,1,False
4,3,defense,38.94,23.66,0.22,0.29,49550.09,31012.86,4,False
4,4,offense,38.0,24.58,-0.02,0.06,48482.82,32184.6,3,False
4,5,defense,36.76,24.1,-0.14,0.28,47055.77,31544.25,6,False
4,6,offense,35.27,23.83,0.02,0.04,45235.1,31247.32,5,False
4,7,defense,33.63,23.46,0.31,0.28,43201.39,30729.44,8,False
4,8,offense,33.29,24.46,0.34,0.39,42786.46,31964.3,7,False
4,9,defense,32.22,23.69,0.28,0.07,41526.72,31043.29,10,False
4,10,offense,31.78,24.55,-0.15,0.12,41091.07,32085.41,9,False
4,11,defense,30.43,23.91,0.3,0.06,39402.37,31256.13,12,False
4,12,offense,29.52,23.86,0.08,0.1,38339.24,31218.75,11,False
4,13,defense,19.88,19.47,0.7,0.37,26754.86,25600.74,14,False
4,14,offense,19.02,19.46,0.42,0.37,25704.92,25597.91,13,True
4,15,disc,19.02,19.46,0.42,0.37,1.05,1.21,0,False
5,1,defense,40.92,23.15,0.38,0.24,0.13,1.29,2,False
5,2,offense,40.41,23.74,0.38,0.02,-0.22,-0.22,1,False
5,3,defense,38.96,23.69,0.2,0.29,-0.22,-0.01,4,False
5,4,offense,37.99,24.58,-0.01,0.11,0.08,0.71,3,False
5,5,defense,36.75,24.12,-0.19,0.39,-0.72,1.59,6,False
5,6,offense,35.27,23.84,-0.04,0.04,-0.8,-0.01,5,False
5,7,defense,33.65,23.48,0.32,0.34,0.11,0.8,8,False
5,8,offense,33.32,24.5,0.39,0.52,0.8,1.91,7,False
5,9,defense,32.24,23.7,0.23,0.12,-0.74,0.62,10,False
5,10,offense,31.76,24.56,-0.22,0.14,-1.02,0.34,9,False
5,11,defense,30.46,23.9,0.33,0.01,0.48,-0.75,12,False
5,12,offense,29.52,23.86,0.09,0.1,0.26,-0.08,11,False
5,13,defense,19.95,19.5,0.92,0.32,3.19,-0.79,14,False
5,14,offense,19.05,19.49,0.42,0.44,0.11,1.0,13,True
5,15,disc,19.05,19.49,0.42,0.44,0.11,1.0,0,False
6,1,defense,40.93,23.17,0.37,0.34,-0.07,1.58,2,False
6,2,offense,40.43,23.74,0.3,-0.01,-1.14,-0.45,1,False
6,3,defense,38.98,23.7,0.19,0.27,-0.25,-0.21,4,False
6,4,offense,38.0,24.58,-0.07,0.12,-0.84,0.13,3,False
6,5,defense,36.74,24.15,-0.19,0.43,0.04,0.68,6,False
6,6,offense,35.27,23.83,-0.07,0.01,-0.43,-0.41,5,False
6,7,defense,33.67,23.5,0.33,0.29,0.2,-0.77,8,False
6,8,offense,33.35,24.55,0.39,0.64,-0.03,1.74,7,False
6,9,defense,32.26,23.7,0.18,0.19,-0.74,1.07,10,False
6,10,offense,31.75,24.57,-0.28,0.13,-0.89,-0.22,9,False
6,11,defense,30.48,23.89,0.33,-0.07,-0.1,-1.22,12,False
6,12,offense,29.52,23.87,0.05,0.09,-0.6,-0.01,11,False
6,13,defense,20.03,19.51,1.04,0.2,1.84,-1.79,14,False
6,14,offense,19.08,19.52,0.4,0.44,-0.38,0.0,13,True
6,15,disc,19.08,19.52,0.4,0.44,-0.38,0.0,0,False
7,1,defense,40.96,23.2,0.35,0.4,-0.36,0.82,2,False
7,2,offense,40.44,23.74,0.24,-0.03,-0.92,-0.26,1,False
7,3,defense,38.99,23.71,0.22,0.25,0.46,-0.3,4,False
7,4,offense,38.0,24.6,0.0,0.1,1.05,-0.3,3,False
7,5,defense,36.72,24.19,-0.19,0.48,0.0,0.7,6,False
7,6,offense,35.26,23.83,-0.09,0.03,-0.32,0.35,5,False
7,7,defense,33.69,23.53,0.35,0.22,0.27,-0.97,8,False
7,8,offense,33.38,24.6,0.41,0.73,0.28,1.35,7,False
