frame,id,class,x,y,vx,vy,ax,ay,closest,holder
0,1,offense,650.23,727.67,-3145.17,-3516.34,0.0,0.0,12,False
0,2,offense,741.3,567.76,-3583.06,-2743.96,0.0,0.0,11,False
0,3,offense,912.59,707.94,-4408.67,-3421.2,0.0,0.0,8,False
0,4,offense,945.81,748.54,-4568.55,-3616.78,0.0,0.0,7,False
0,5,offense,1146.25,780.86,-5534.14,-3773.0,0.0,0.0,6,False
0,6,defense,1442.45,808.65,-6963.76,-3906.33,0.0,0.0,5,False
0,7,defense,1512.29,768.57,-7300.68,-3712.95,0.0,0.0,4,False
0,8,defense,1610.15,763.23,-7771.93,-3687.4,0.0,0.0,3,False
0,9,defense,1530.25,667.83,-7387.11,-3226.89,0.0,0.0,13,False
0,10,defense,1455.86,616.06,-7028.87,-2977.26,0.0,0.0,14,False
0,11,defense,1391.82,547.45,-6720.47,-2646.14,0.0,0.0,2,False
0,12,defense,1360.69,683.52,-6570.62,-3302.81,0.0,0.0,1,False
0,13,offense,961.6,646.78,-4644.51,-3125.56,0.0,0.0,9,False
0,14,offense,978.27,635.68,-4725.27,-3072.12,0.0,0.0,10,False
1,1,offense,21.21,24.41,-2359.03,-2637.26,11792.07,13186.08,12,True
1,2,offense,24.62,18.89,-2686.72,-2057.48,13445.06,10297.08,11,False
1,3,offense,30.78,23.72,-3306.03,-2566.05,16539.6,12827.2,8,False
1,4,offense,32.01,25.18,-3425.67,-2712.66,17143.24,13561.78,7,False
1,5,offense,39.31,26.3,-4149.71,-2830.07,20766.55,14143.94,6,False
1,6,defense,49.82,27.39,-5223.71,-2929.8,26100.86,14648.02,5,False
1,7,defense,52.33,25.98,-5476.76,-2784.7,27358.89,13923.89,4,False
1,8,defense,55.93,25.78,-5830.12,-2765.76,29127.09,13824.67,3,False
1,9,defense,53.01,22.44,-5541.62,-2420.12,27682.22,12101.5,13,False
1,10,defense,50.26,20.6,-5272.98,-2232.9,26338.42,11165.47,14,False
1,11,defense,47.93,18.2,-5041.89,-1984.46,25178.74,9925.34,2,False
1,12,defense,46.78,22.96,-4929.48,-2477.07,24617.19,12386.16,1,False
1,13,offense,32.59,21.63,-3482.62,-2343.95,17428.43,11724.25,9,False
1,14,offense,33.15,21.24,-3543.46,-2304.03,17727.07,11521.39,10,False
1,15,disc,21.21,24.41,-0.31,-0.0,0.0,0.0,0,False
2,1,offense,21.19,24.41,-1887.32,-2109.78,7075.68,7912.2,12,True
2,2,offense,24.68,18.97,-2148.92,-1645.55,8067.01,6179.02,11,False
2,3,offense,30.86,23.7,-2644.5,-2052.95,9922.89,7696.56,8,False
2,4,offense,32.09,25.18,-2739.92,-2170.24,10286.23,8136.25,7,False
2,5,offense,39.42,26.26,-3319.05,-2264.29,12459.93,8486.65,6,False
