frame,id,class,x,y,vx,vy,ax,ay,closest,holder
1,1,offense,50.17,26.07,0.12,0.21,0.0,0.0,14,False
1,2,defense,48.7,25.0,0.18,0.03,0.0,0.0,3,False
1,3,offense,48.43,23.82,0.02,0.04,0.0,0.0,2,False
1,4,offense,47.04,23.89,0.03,0.19,0.0,0.0,5,False
1,5,defense,46.47,25.25,-0.03,-0.05,0.0,0.0,4,False
1,6,defense,45.3,24.86,-0.03,-0.03,0.0,0.0,7,False
1,7,offense,45.03,23.82,0.06,0.01,0.0,0.0,6,False
1,8,offense,44.12,23.78,-0.02,0.03,0.0,0.0,9,False
1,9,defense,44.45,25.26,-0.08,0.04,0.0,0.0,8,False
1,10,defense,43.51,24.56,-0.03,0.3,0.0,0.0,11,False
1,11,offense,42.86,23.93,-0.02,0.05,0.0,0.0,10,False
1,12,defense,35.04,25.38,0.03,-0.07,0.0,0.0,13,False
1,13,offense,33.27,25.76,0.19,0.15,0.0,0.0,12,True
1,14,defense,50.87,26.4,-0.04,0.58,0.0,0.0,1,False
1,15,disc,33.27,25.76,0.19,0.15,0.0,0.0,0,False
2,1,offense,50.19,26.09,0.12,0.35,0.04,2.04,14,False
2,2,defense,48.72,25.0,0.28,0.05,1.39,0.34,3,False
2,3,offense,48.43,23.82,0.02,0.05,0.03,0.14,2,False
2,4,offense,47.04,23.92,0.01,0.24,-0.23,0.84,5,False
2,5,defense,46.47,25.24,-0.04,-0.11,-0.21,-1.02,4,False
2,6,defense,45.3,24.85,-0.07,0.01,-0.61,0.73,7,False
2,7,offense,45.04,23.81,0.09,0.06,0.39,0.71,6,False
2,8,offense,44.12,23.79,-0.02,0.05,-0.06,0.36,9,False
2,9,defense,44.44,25.27,-0.05,0.06,0.52,0.27,8,False
2,10,defense,43.5,24.56,-0.03,0.41,-0.12,1.77,11,False
2,11,offense,42.85,23.94,-0.02,0.06,-0.08,0.11,10,False
2,12,defense,35.04,25.37,0.05,-0.11,0.23,-0.59,13,False
2,13,offense,33.3,25.78,0.23,0.23,0.62,1.17,12,True
2,14,defense,50.86,26.47,-0.09,0.79,-0.85,3.12,1,False
2,15,disc,33.3,25.78,0.23,0.23,0.62,1.17,0,False
3,1,offense,50.2,26.11,0.16,0.43,0.51,1.27,14,False
3,2,defense,48.74,25.01,0.31,0.07,0.53,0.35,3,False
3,3,offense,48.43,23.83,0.01,0.08,-0.14,0.49,2,False
3,4,offense,47.04,23.93,0.03,0.24,0.2,-0.08,5,False
3,5,defense,46.47,25.24,-0.04,-0.14,0.08,-0.45,4,False
3,6,defense,45.3,24.85,-0.13,0.03,-0.99,0.27,7,False
3,7,offense,45.04,23.82,0.09,0.05,-0.01,-0.17,6,False
3,8,offense,44.12,23.79,-0.02,0.06,-0.01,0.17,9,False
3,9,defense,44.43,25.27,-0.06,0.05,-0.25,-0.18,8,False
3,10,defense,43.5,24.62,-0.03,0.49,-0.01,1.16,11,False
3,11,offense,42.85,23.94,-0.03,0.08,-0.0,0.3,10,False
3,12,defense,35.05,25.36,0.06,-0.11,0.1,0.03,13,False
3,13,offense,33.31,25.8,0.26,0.24,0.52,0.13,12,True
3,14,defense,50.86,26.52,-0.17,0.95,-1.12,2.45,1,False
3,15,disc,33.31,25.8,0.26,0.24,0.52,0.13,0,False
4,1,offense,50.2,26.16,0.18,0.6,0.37,2.56,14,False
4,2,defense,48.77,25.01,0.38,0.11,1.04,0.5,3,False
4,3,offense,48.44,23.83,-0.01,0.11,-0.39,0.32,2,False
4,4,offense,47.04,23.96,0.04,0.26,0.25,0.33,5,False
4,5,defense,46.46,25.21,-0.04,-0.22,-0.05,-1.11,4,False
4,6,defense,45.29,24.86,-0.16,0.07,-0.4,0.64,7,False
4,7,offense,45.05,23.83,0.09,0.05,0.08,0.05,6,False
4,8,offense,44.12,23.8,-0.03,0.08,-0.07,0.32,9,False
4,9,defense,44.44,25.28,-0.07,0.02,-0.06,-0.47,8,False
4,10,defense,43.5,24.67,-0.02,0.62,0.22,1.93,11,False
4,11,offense,42.85,23.95,-0.03,0.08,-0.07,0.0,10,False
4,12,defense,35.05,25.35,0.05,-0.11,-0.07,0.0,13,False
4,13,offense,33.33,25.83,0.28,0.28,0.24,0.65,12,True
4,14,defense,50.84,26.61,-0.26,1.25,-1.43,4.46,1,False
4,15,disc,33.33,25.83,0.28,0.28,0.24,0.65,0,False
5,1,offense,50.22,26.22,0.14,0.7,-0.67,1.37,14,False
5,2,defense,48.8,25.03,0.33,0.13,-0.81,0.33,3,False
5,3,offense,48.43,23.85,-0.05,0.11,-0.52,0.08,2,False
5,4,offense,47.04,23.97,0.03,0.19,-0.24,-1.05,5,False
5,5,defense,46.46,25.2,-0.01,-0.26,0.42,-0.57,4,False
5,6,defense,45.26,24.87,-0.14,0.13,0.38,0.84,7,False
5,7,offense,45.06,23.83,0.06,0.08,-0.44,0.45,6,False
5,8,offense,44.12,23.8,-0.03,0.07,0.02,-0.15,9,False
5,9,defense,44.43,25.28,0.01,-0.02,1.21,-0.53,8,False
5,10,defense,43.49,24.72,0.02,0.7,0.65,1.25,11,False
5,11,offense,42.85,23.96,-0.03,0.06,0.03,-0.3,10,False
5,12,defense,35.06,25.34,0.03,-0.08,-0.29,0.42,13,False
5,13,offense,33.36,25.84,0.2,0.26,-1.14,-0.33,12,True
5,14,defense,50.81,26.72,-0.36,1.3,-1.46,0.72,1,False
