frame,id,class,x,y,vx,vy,ax,ay,closest,holder
1,1,defense,18.98,12.71,0.1,0.14,0.0,0.0,14,False
1,2,defense,29.08,13.11,0.11,0.12,0.0,0.0,3,False
1,3,offense,29.33,11.94,0.01,-0.03,0.0,0.0,2,False
1,4,offense,30.5,11.82,0.08,0.05,0.0,0.0,5,False
1,5,defense,30.7,13.4,0.03,-0.02,0.0,0.0,4,False
1,6,offense,31.84,11.71,-0.04,0.0,0.0,0.0,7,False
1,7,defense,32.13,13.06,0.01,-0.03,0.0,0.0,6,False
1,8,offense,33.19,11.91,-0.04,-0.02,0.0,0.0,9,False
1,9,defense,33.86,12.74,0.02,0.02,0.0,0.0,8,False
1,10,offense,34.75,12.18,-0.02,0.03,0.0,0.0,11,False
1,11,defense,34.9,13.27,-0.02,-0.03,0.0,0.0,10,False
1,12,offense,36.81,12.74,-0.02,0.05,0.0,0.0,13,False
1,13,defense,36.84,13.71,0.05,0.03,0.0,0.0,12,False
1,14,offense,18.63,13.94,0.12,-0.08,0.0,0.0,1,True
1,15,disc,18.63,13.94,0.12,-0.08,0.0,0.0,0,False
2,1,defense,18.99,12.74,0.19,0.25,1.36,1.58,14,False
2,2,defense,29.1,13.12,0.11,0.14,0.04,0.32,3,False
2,3,offense,29.33,11.94,0.01,-0.07,-0.03,-0.49,2,False
2,4,offense,30.51,11.83,0.08,0.09,0.07,0.58,5,False
2,5,defense,30.7,13.4,0.04,-0.03,0.2,-0.26,4,False
2,6,offense,31.83,11.71,-0.07,-0.0,-0.36,-0.04,7,False
2,7,defense,32.13,13.06,0.02,-0.06,0.01,-0.47,6,False
2,8,offense,33.18,11.91,-0.03,-0.04,0.21,-0.31,9,False
2,9,defense,33.86,12.74,0.02,0.04,0.06,0.28,8,False
2,10,offense,34.75,12.18,-0.0,0.04,0.31,0.11,11,False
2,11,defense,34.9,13.27,-0.06,-0.03,-0.5,0.14,10,False
2,12,offense,36.8,12.75,-0.08,0.12,-0.91,1.07,13,False
2,13,defense,36.84,13.72,0.02,0.05,-0.44,0.31,12,False
2,14,offense,18.64,13.93,0.15,-0.15,0.55,-1.08,1,True
2,15,disc,18.64,13.93,0.15,-0.15,0.55,-1.08,0,False
3,1,defense,19.0,12.74,0.17,0.22,-0.34,-0.4,14,False
3,2,defense,29.11,13.13,0.09,0.15,-0.26,0.08,3,False
3,3,offense,29.33,11.93,0.01,-0.05,0.04,0.22,2,False
3,4,offense,30.52,11.83,0.05,0.09,-0.5,0.09,5,False
3,5,defense,30.71,13.39,0.04,-0.03,-0.05,0.12,4,False
3,6,offense,31.83,11.71,-0.07,0.02,-0.04,0.35,7,False
3,7,defense,32.13,13.05,0.02,-0.05,0.02,0.21,6,False
3,8,offense,33.18,11.91,-0.02,-0.03,0.14,0.14,9,False
3,9,defense,33.87,12.74,0.02,0.04,0.01,-0.11,8,False
3,10,offense,34.75,12.18,-0.02,0.05,-0.24,0.24,11,False
3,11,defense,34.9,13.26,-0.12,-0.01,-0.99,0.28,10,False
3,12,offense,36.8,12.75,-0.12,0.17,-0.58,0.79,13,False
3,13,defense,36.85,13.72,0.05,0.04,0.49,-0.13,12,False
3,14,offense,18.66,13.93,0.18,-0.16,0.41,-0.17,1,True
3,15,disc,18.66,13.93,0.18,-0.16,0.41,-0.17,0,False
4,1,defense,19.03,12.78,0.18,0.24,0.08,0.34,14,False
4,2,defense,29.11,13.15,0.13,0.15,0.55,0.02,3,False
4,3,offense,29.33,11.92,-0.0,-0.05,-0.25,0.02,2,False
4,4,offense,30.52,11.85,0.05,0.11,0.07,0.34,5,False
4,5,defense,30.71,13.39,0.04,-0.05,0.07,-0.3,4,False
4,6,offense,31.82,11.71,-0.07,0.04,0.07,0.34,7,False
4,7,defense,32.13,13.04,0.02,-0.05,0.07,0.02,6,False
4,8,offense,33.19,11.9,-0.01,0.0,0.07,0.5,9,False
4,9,defense,33.87,12.75,0.06,0.04,0.55,0.02,8,False
4,10,offense,34.75,12.19,-0.04,0.13,-0.25,1.14,11,False
